3140
qstr_Next_Page Next_Page
qstr_{!}DEBUG:_Gossip_for {!}DEBUG:_Gossip_for_troop_{reg3}
qstr_{!}DEBUG:_{s3} {!}DEBUG:_{s3}
qstr_{s16}_They_also_say_ {s16}_They_also_say_she_is_renowned_for_her_beauty.
qstr_A_villager_from_{s7} A_villager_from_{s7}_begged_you_to_save_their_village_from_the_bandits_that_took_refuge_there.
qstr_If_ye_be_looking_for If_ye_be_looking_for_Manhunters,_{reg63?sir:madam}._{reg3?Me_and_{reg4?{reg3}_of_my_mates:one_of_my_mates}_are:I_am}_looking_for_a_capable_leader.
qstr_Well_met_my_{reg63?L Well_met_my_{reg63?Lord:Lady}._If_you_are_looking_for_some_Warriors_then_look_no_further!_{reg3?I_and_{reg4?{reg3}_of_my_comrades:one_of_my_comrades}_are:I_am}_looking_for_good_pay_and_the_chance_to_use_{reg3?our_spears:my_spear}_to_make_some_coin.
qstr_Well_met_my_{reg63?Lo Well_met_my_{reg63?Lord:Lady}._{reg3?I_and_{reg4?{reg3}_of_my_friends:one_of_my_friends}_are:I_am}_looking_for_adventure_and_a_capable_Captain_to_provide_it.
qstr_Aye_{reg63?Lord:Lady Aye_{reg63?Lord:Lady}._{reg3?I_and_{reg4?{reg3}_of_my_axe_brothers:one_of_my_axebrothers}_are:I_am}_looking_for_a_Jarl_to_fill_{reg3?our_bellies:my_belly}_with_wine_and_our_pockets_with_gold.
qstr_We_are_Jatu_{reg63?L We_are_Jatu_{reg63?Lord:Lady}._{reg3?I_and_{reg4?{reg3}_of_my_Hunt_Brothers:one_of_my_Hunt_Brothers}_are:I_am}_looking_for_a_Ride_Master_to_lead_{reg3?our_lances:my_lance}_to_glory.
qstr_Well_met_{reg63?Lord Well_met_{reg63?Lord:Lady}_Eorl._{reg3?I_and_{reg4?{reg3}_of_my_Highland_Brothers:one_of_my_Highland_Brothers}_are:I_am}_seeking_to_serve_a_captain_who_is_worthy_of_commanding_{reg3?our:my}_steel.
qstr_Aya_good_{reg63?Lord Aya_good_{reg63?Lord:Lady}._{reg3?I_and_{reg4?{reg3}_of_my_mates:one_of_my_mates}_are:I_am}_looking_to_improve_our_lot_in_life._{reg3?We:I}'d_gladly_follow_you_if_you_gave_{reg3?us:me}_a_chance.
qstr_Hail_good_{reg63?Lor Hail_good_{reg63?Lord:Lady}._{reg3?I_and_{reg4?{reg3}_of_my_sisters:one_of_my_sisters}_are:I_am}_looking_to_serve_a_capable_Captain.
qstr_Hai_{reg63?Lord:Lady Hai_{reg63?Lord:Lady}_Captain!_{reg3?I_and_{reg4?{reg3}_of_my_companions:one_of_my_companions}_are:I_am}_looking_to_serve_under_a_renowned_adventurer_who_can_lead_{reg3?us:me}_to_glory_in_these_strange_lands.
qstr_Salute_{reg63?Lord:L Salute_{reg63?Lord:Lady}_Captain!_{reg3?I_and_{reg4?{reg3}_of_my_sisters:one_of_my_sisters}_are:I_am}_looking_to_follow_a_worthy_captain_so_{reg3?we:I}_may_earn_enough_to_purchase_{reg3?our:my}_bed_thralls.
qstr_Oi!_Sein_Captain!_{r Oi!_Sein_Captain!_{reg3?I_and_{reg4?{reg3}_of_my_free_brothers:one_of_my_free_brothers}_are:I_am}_looking_to_follow_a_charismatic_and,_shall_we_say,_profitable_captain!_{reg3?We:I}_seek_to_use_{reg3?our:my}_prowess_to_earn_gold_for_wine,_women_and_song!
qstr_Salutations_camarada Salutations_camarada!_{reg3?I_and_{reg4?{reg3}_of_my_fellow_soldats:one_of_my_fellow_soldat}_are:I_am}_looking_to_join_a_party_of_thrill-seeking_adventurers_and_to_follow_a_cunning_commandant!_Whom_{reg3?we:I}_hope_can_follow_an_old_saying_from_Barclay:_Conquest,_Glory,_and_Gold!
qstr_Do_you_have_a_need_f Do_you_have_a_need_for_hired_swords,_{reg63?sir:madam}._{reg3?Me_and_{reg4?{reg3}_of_my_mates:one_of_my_mates}_are:I_am}_looking_for_a_captain.
qstr_You_chose_well_{reg6 You_chose_well,_{reg63?sir:madam}._My_lads_know_how_to_keep_their_word_and_earn_their_pay.
qstr_Well_done_{reg63?sir Well_done,_{reg63?sir:madam}._Keep_the_money_and_wine_coming_our_way,_and_there's_no_foe_in_Pendor_you_need_fear.
qstr_We_are_at_your_servi We_are_at_your_service,_{reg63?sir:madam}._Point_us_in_the_direction_of_battle,_and_we'll_do_the_rest.
qstr_current_relations_wi current_relations_with_town:_{reg40}
qstr_The_Guildmaster_of_{ The_Guildmaster_of_{s13}_has_asked_you_to_deal_with_looters_in_the_surrounding_countryside.
qstr_{s9}_of_{s3}_asked_y {s9}_of_{s3}_asked_you_to_deliver_{reg5}_units_of_{s6}_to_the_tavern_in_{s4}_in_7_days.
qstr_Escort_the_merchant_ Escort_the_merchant_caravan_to_the_town_of_{s8}.
qstr_Merchant_{s9}_of_{s4 Merchant_{s9}_of_{s4}_asked_you_to_hunt_down_the_troublesome_bandits_in_the_vicinity_of_the_town.
qstr_Guildmaster_of_{s4}_ Guildmaster_of_{s4}_gave_you_{reg12}_denars_to_pay_the_ransom_of_a_girl_kidnapped_by_bandits._You_are_to_meet_the_bandits_near_{s3}_and_pay_them_the_ransom_fee._After_that_you_are_to_bring_the_girl_back_to_{s4}.
qstr_Guildmaster_of_{s4}_p Guildmaster_of_{s4}_promised_you_{reg12}_denars_if_you_can_make_sure_that_{s12}_and_{s13}_no_longer_pose_a_threat_to_a_peace_settlement_between_{s15}_and_{s14}._In_order_to_do_that,_you_must_either_convince_them_or_make_sure_they_fall_captive_and_remain_so_until_a_peace_agreement_is_made.
qstr_The_Guildmaster_of_{s The_Guildmaster_of_{s14}_has_asked_you_to_deal_with_a_group_of_bandits_terrorizing_the_streets_of_{s14}._They_only_come_out_at_night,_and_only_attack_lone_travelers_on_the_streets.
qstr_Guildmaster_of_{s10} Guildmaster_of_{s10}_asked_you_to_move_a_cattle_herd_to_{s13}._You_will_earn_{reg8}_denars_in_return.
qstr_Pippa Pippa
qstr_Daisy Daisy
qstr_Betsy Betsy
qstr_Princess Princess
qstr_{s5} {s5}
qstr_He_is_not_commanding He_is_not_commanding_any_men_at_the_moment.
qstr_He_currently_command He_currently_commands_{reg0}_men{reg1?,_of_which_around_{reg1}_are_wounded:}.
qstr_{s1}_militia_patrol {s1}_militia_patrol
qstr_There_is_no_castle_n There_is_no_castle_next_to_{s54},_but_the_village_elder_mentioned_old_ruins_located_near_the_source_of_the_local_river,_nestled_into_a_very_old_mountain_pass.
qstr_You_have_hired_{s2}_ You_have_hired_{s2},_a_skilled_builder,_who_should_be_able_to_help_you_with_construction._Meet_him_at_{s54}_during_daytime.
qstr_In_order_to_make_{s5 In_order_to_make_{s54}_more_hospitable,_{s2}_would_need:_3_Sumpter_Horses,_3_packs_of_Tools,_5_pieces_of_Dried_Meat_and_1_barrel_of_Ale.
qstr_You_have_provided_re You_have_provided_required_supplies._Organize_necessary_workforce_(20_{s2}),_then_speak_with_the_builder.
qstr_The_construction_is_ The_construction_is_in_progress._Return_after_two_weeks.
qstr_{reg63?Sir:Madam}_as {reg63?Sir:Madam},_as_you_know_we_don't_have_any_available_cells_or_jail_to_keep_prisoners_in_this_camp._Food_and_guards_will_be_a_problem_as_well._I_have_a_few_men_that_I_hired,_but_they_scout_the_nearby_region_looking_for_enemies,_keeping_the_area_safe._In_light_of_that_I_will_have_to_release_any_prisoners_you_drop_off.^^What_else_can_I_do_for_you?
qstr_What_can_I_do_for_yo What_can_I_do_for_you,_{reg63?sir:madam}?
qstr_Hidden_Base:_{s3}_wa Hidden_Base:_{s3}_was_appointed_as_a_horse_master.
qstr_Of_course_{reg63?sir Of_course_{reg63?sir:madam}._In_case_you_have_missed_it_-_the_garrison_is_full.
qstr_Of_course_{reg63?sir: Of_course_{reg63?sir:madam}._In_case_you_have_missed_it_-_there_is_still_some_spare_room_for_more_soldiers._As_of_right_now_we_stand_at_{reg34}_strong._We_can_garrison_more_for_{reg33}_in_total.
qstr_Before_you_do_{reg63 Before_you_do,_{reg63?sir:madam},_you_should_know_that_garrison_is_getting_angry._Garrison_morale_is_decreasing_rapidly_and_tension_between_soldiers_are_raising._All_of_that_is_happening_because_this_place_is_overcrowded._I_think_that_desertions,_even_deadly_brawls,_are_only_the_matter_of_time._^^Currently_{reg34}_are_stationed_here,_but_this_place_can_support_only_{reg33}.
qstr_Standard_round_shoul Standard_round_should_be_enough._(100%_HP)
qstr_Let_them_have_a_bit_ Let_them_have_a_bit_more_fun!_(500%_HP)
qstr_I_d_like_a_long_figh I'd_like_a_long_fight!_(1000%_HP)
qstr_Otherwise: Otherwise:
qstr___It_would_be_good_t -_It_would_be_good_to_have_a_blacksmith_here
qstr_{s2}^^{s3} {s2}^^{s3}
qstr___We_could_make_a_bi -_We_could_make_a_bit_more_room_for_your_soldiers
qstr___A_designated_perso -_A_designated_person_who_could_take_care_of_the_horses_would_be_very_valuable.
qstr_Hidden_Base:_{s4}_wa Hidden_Base:_{s4}_was_appointed_as_a_blacksmith.
qstr_Hidden_Base:_troops_ Hidden_Base:_troops_capacity_increased_by_50.
qstr_Bring_one_of_the_{s4 Bring_one_of_the_{s4}_to_the_camp_master.
qstr_Blacksmith_{s54}_has Blacksmith_{s54}_has_found_a_unique_horse_armor_-_find_a_steed_worthy_to_wear_it.
qstr_Visit_the_old_Pendor Visit_the_old_Pendor_capital_and_try_to_find_out_more_about_what_breed_could_wear_it.
qstr_{reg1}_days_time {reg1}_days_time
qstr_1_day_time 1_day_time
qstr_The_horse_looks_at_y The_horse_looks_at_you_with_an_unexplainable_mystical_bond.
qstr_Horse_and_barding_sh Horse_and_barding_should_be_ready_within_two_weeks.
qstr_What_item? What_item?
qstr_I_am_a_blacksmith_an I_am_a_blacksmith_and_don't_know_how_to_deal_with_this_type_of_item._Maybe_Derafsh_will_be_able_to_help_you.
qstr_I_am_a_blacksmith_and I_am_a_blacksmith_and_don't_know_how_to_deal_with_this_type_of_item._You_may_need_to_ask_someone_with_horse_knowledge.
qstr_I_am_just_an_apprent I_am_just_an_apprentice,_I_don't_have_the_necessary_skills_to_improve_this_item_any_further.
qstr__I_have_to_add_one_d _I_have_to_add_one_day_as_it_is_in_a_really_poor_condition.
qstr__I_would_need_an_ext _I_would_need_an_extra_day_-_armors_require_more_work.
qstr__I_am_still_not_too_ _I_am_still_not_too_confident_working_with_this_new_type_of_weapon_and_I_will_have_to_be_very_careful.
qstr_Your_{s6}_should_be_ Your_{s6}_should_be_ready_within_{reg1}_days.{s3}{s4}{s5}
qstr_within_{reg1}_more_d within_{reg1}_more_days
qstr_within_1_day within_1_day
qstr_What_horse_are_you_t What_horse_are_you_talking_about?
qstr_I_am_busy_enough_tak I_am_busy_enough_taking_care_about_all_these_animals._Maybe_Harold_will_be_able_to_help_you.
qstr_I_can_help_you_only_ I_can_help_you_only_with_horses._You_will_have_to_find_someone_who_can_work_a_forge.
qstr_This_animal_looks_he This_animal_looks_healthy_to_me._You_would_need_one_of_the_Jatu_horse_masters_to_train_it_further._Problem_is_they_won't_work_for_outsiders.
qstr__I_have_to_add_5_day _I_have_to_add_5_days_as_this_horse_is_looking_very_unwell.
qstr__I_have_dealt_with_J _I_have_dealt_with_Jatu_horses_since_I_was_a_child._I_have_learned_few_tricks_to_make_them_recover_faster.
qstr__This_type_of_mount_ _This_type_of_mount_is_new_for_me_and_have_to_deal_with_it_carefully.
qstr_You_should_be_able_t You_should_be_able_to_ride_this_{s6}_in_the_next_{reg1}_days.{s3}{s4}{s5}
qstr_Commander_everything Commander,_everything_is_safe_and_secured.
qstr_Scouts_have_reported Scouts_have_reported_that_there_are_no_enemies_nearby.
qstr_Can_t_talk._I_am_on_ Can't_talk._I_am_on_duty,_{reg63?sir:madam}.
qstr_We_are_working_hard_ We_are_working_hard_{reg63?sir:madam}.
qstr_No_time_to_talk_{reg No_time_to_talk_{reg63?sir:madam}.
qstr_I_better_be_getting_ I_better_be_getting_paid_for_this.
qstr_The_elder_of_the_vil The_elder_of_the_village_of_{s3}_asked_you_to_bring_them_{reg5}_packs_of_grain.
qstr_The_elder_of_the_vill The_elder_of_the_village_of_{s13}_asked_you_to_train_{reg5}_peasants_to_fight_against_local_bandits.
qstr_The_elder_of_the_villa The_elder_of_the_village_of_{s3}_asked_you_to_bring_them_{reg5}_heads_of_cattle.
qstr_The_elder_of_the_villag The_elder_of_the_village_of_{s3}_asked_you_to_rescue_his_daughter_from_the_clutches_of_{s5}.
qstr_The_elder_of_the_village The_elder_of_the_village_of_{s5}_asked_you_to_escort_a_trading_party_to_{s3}.
qstr_{s1}_Trading_Party {s1}_Trading_Party
qstr_Red_Brotherhood_Ambu Red_Brotherhood_Ambush_Party
qstr_{s16}_and_{s15} {s16}_and_{s15}
qstr_{!}{s16}_{s15} {!}{s16},_{s15}
qstr_I_can_smell_a_fat_pu I_can_smell_a_fat_purse_a_mile_away._Methinks_yours_could_do_with_some_lightening,_eh?
qstr_Why_it_be_another_tr Why,_it_be_another_traveller,_chance_met_upon_the_road!_I_should_warn_you,_country_here's_a_mite_dangerous_for_a_good_{reg63?fellow:woman}_like_you._But_for_a_small_donation_my_boys_and_I'll_make_sure_you_get_rightways_to_your_destination,_eh?
qstr_Well_well_look_at_th Well_well,_look_at_this!_You'd_best_start_coughing_up_some_silver,_friend,_or_me_and_my_boys'll_have_to_break_you.
qstr_There_s_a_toll_for_p There's_a_toll_for_passin'_through_this_land,_payable_to_us,_so_if_you_don't_mind_we'll_just_be_collectin'_our_due_from_your_purse...
qstr_Another_fool_come_to Another_fool_come_to_throw_{reg63?him:her}self_on_my_weapon,_eh?_Fine..let_us_draw_blood!
qstr_We_re_not_afraid_of_ We're_not_afraid_of_you,_{reg63?sirrah:wench}._Time_to_bust_some_heads!
qstr_That_was_a_mistake._ That_was_a_mistake._Now_I'm_going_to_have_to_make_your_death_long_and_painful.
qstr_Brave_words._Let_s_s Brave_words._Let's_see_you_back_them_up_with_deeds,_cur!
qstr_Bandits_like_you_nev Bandits_like_you_never_live_long_enough_to_learn!
qstr_Congratulations_you_ Congratulations,_you_have_found_an_Easter_Egg!
qstr_...or_perhaps_if_you ...or_perhaps_if_you_are_inclined,_I_would_ask,_since_we_are_friends,_that_you_allow_me_to_serve_you_as_your_vassal.
qstr_...I_see_that_you_ar ...I_see_that_you_are_looking_at_my_weapon,_you_knave._Set_me_free_and_I_will_give_it_to_you.
qstr_Very_well_friend_I_w Very_well_friend,_I_will_accept_your_Oath_of_Fealty.
qstr_You_have_bought_a_ve You_have_bought_a_very_rare_Pendor_Royal_Steed,_whose_ancestors_were_used_by_Pendor_kings._Speak_to_the_blacksmith.
qstr_You_have_found_a_ver You_have_found_a_very_rare_Pendor_Royal_Steed_in_Sarleon._The_merchant_asks_for_Medium_Pouch_of_Diamonds_in_exchange.
qstr_A_{s5}?_Well..._Yes_ A_{s5}?_Well..._Yes,_I_suppose_it_is._What_a_strange_thing_to_ask.
qstr_Eh?_No_it_most_certa Eh?_No,_it_most_certainly_is_not_a_{s5}._I'd_start_questioning_my_eyesight_if_I_were_you.
qstr_This_is_the_{reg4?to This_is_the_{reg4?town:village}_of_{s5},_{reg63?sir:madam}.
qstr_{s6}_Our_{reg4?town: {s6}_Our_{reg4?town:village}_and_the_surrounding_lands_belong_to_you_of_course,_my_{reg63?lord:lady}.
qstr_{s6}_Our_{reg4?town:v {s6}_Our_{reg4?town:village}_and_the_surrounding_lands_belong_to_{s7}_of_{s8}.
qstr_{s3}_and_{s5} {s3}_and_{s5}
qstr_{!}{s3}_{s5} {!}{s3},_{s5}
qstr_{reg20?We_mostly_pro {reg20?We_mostly_produce_{s5}_here:We_don't_produce_much_here_these_days}._If_you_would_like_to_learn_more,_you_can_speak_with_our_{reg4?guildmaster:village_elder}._He_is_nearby,_right_over_there.
qstr_Question_travelers_i Question_travelers_in_taverns_for_clues_about_recent_Snake_Cult_activity.
qstr_Find_and_destroy_the Find_and_destroy_the_Snake_Cult_stronghold_near_{s8}.
qstr_{playername} {playername}
qstr_honored_Founder honored_Founder
qstr_dear_{reg63?brother: dear_{reg63?brother:sister}
qstr_The_Lazy_POP_Develop The_Lazy_POP_Developers
qstr_{s6}_and_{s7} {s6}_and_{s7}
qstr_{s6}_and_any_{s7}_to {s6},_and_any_{s7},_too
qstr_{s6} {s6}
qstr_The_{s9}_asked_you_t The_{s9}_asked_you_to_hunt_down_{s8}_parties,_while_achieving_a_rating_of_{reg4}_or_more.
qstr_Current_progress:_0/ Current_progress:_0/{reg4}.
qstr_You_received_a_{s11} You_received_a_{s11}!
qstr_You_received_{s11}! You_received_{s11}!
qstr_{s11}_joined_your_pa {s11}_joined_your_party!
qstr_The_{s9}_asked_you_to The_{s9}_asked_you_to_win_the_{s8}_tournament_for_the_glory_of_their_Order.
qstr_The_{s9}_asked_you_to_ The_{s9}_asked_you_to_win_{reg8}_renown_for_the_glory_of_their_Order,_using_only_Order_troops._No_hiring,_recruiting_or_rescuing_prisoners_is_possible_for_the_duration_of_this_task.^You_will_get_back_your_old_troops_once_the_task_is_complete.
qstr_Renown_earned_so_far: Renown_earned_so_far:_0.
qstr_Rival_Patrol Rival_Patrol
qstr_The_{s11}_asked_you_ The_{s11}_asked_you_to_defeat_the_{s8}_patrol_in_the_vicinity_of_{s10}.
qstr_Greetings_{reg63?Kin Greetings,_{reg63?King:Queen}_{playername}.^I_am_Kapitan_Gerhart_and_this_company_is_called_The_Freybrueder._We_hail_from_Mettenheim_and_are_known_as_the_best_disciplined_mercenary_company_gold_can_persuade_into_service.
qstr_Hail_foreign_{reg63? Hail,_foreign_{reg63?King:Queen}._I_am_Toblik,_a_Veccavian_Uncut,_and_this_is_my_loyal_warband_of_Veccavian_Renegades.^We_came_to_Pendor_to_escape_the_female_oppression_and_injustices_in_our_homeland,_but_only_found_more_injustice._Your_women_are_treated_no_better_than_the_men_of_Veccavia.^One_day,_rivers_will_run_red_with_blood_in_the_name_of_justice,_but_until_then,_we_are_at_the_service_of_the_Pendor_mighty_such_as_yourself.
qstr_Greetings_from_Barcl Greetings_from_Barclay's_finest_company,_{reg63?King:Queen}_{playername}!^My_name_is_Velasco_Perfecta_Banderas_Durante,_the_captain_of_the_Primera_Guardia_Real,_but_you_may_call_me_Velasco.^We_are_here_in_Pendor_to_look_for_the_dastardly_fugitive_Rufio_and_bring_his_head_to_the_Emperor.^In_the_meantime,_we_are_pleased_to_take_up_work_that_we_know_best,_and_that's_killing.
qstr_Hail_{reg63?King:Que Hail,_{reg63?King:Queen}!^We_were_told_that_you_made_an_effort_to_help_us_Melitines_in_Pendor,_so_here_we_are._I'm_on_a_business_here_with_my_company_to_investigate_certain_goings_on_with_the_Snake_Cult,_but_we_are_not_prepared_to_face_their_full_might_alone.^We_shall_help_you,_and_watch._Always_watch.
qstr_Good_day_{reg63?King Good_day,_{reg63?King:Queen}_{playername}!_You_chose_well_to_hire_the_pride_of_the_Marleons_citizenry.^I_am_Grandilon,_the_commander_of_the_best_riders_in_Sarleon:_the_1st_Banneret_of_Marleons._We_have_among_our_numbers_the_most_prominent_and_proud_burghers_of_our_great_city_-_treat_us_with_respect_and_we'll_sweep_your_enemies_off_the_battlefield.
qstr_Greetings_your_Majes Greetings,_your_Majesty._Allow_me_to_introduce_myself:_I_am_Sir_Timothy_of_the_Order_of_the_Unicorn,_and_I_am_here_to_answer_your_call_for_heroes!_My_knights_and_loyal_followers_are_yours_to_command!
qstr_Hello_friend!_I_ve_h Hello,_friend!_I've_heard_you_needed_someone_to_"juice"_you..._er..._reinforce_your_armies,_all_for_the_good_of_the_common_people_of_Pendor,_I_hope.^I_field_a_fine_party_of_brothers_experienced_both_in_combat_and,_some_of_them,_imprisonment_until_they_met_me.^For_a_bit_of_cash_and_a_fair_portion_of_prisoners,_captured_or_rescued,_we_shall_exact_revenge_on_your_enemies..._heh..._for_whatever_misdeeds_they_inflicted_upon_your_friends_and_allies._Or_my_friends_and_allies._We'll_find_a_reason,_I'm_sure.
qstr_Hail_I_am_Sir_Morcas Hail,_I_am_Sir_Morcas_Verral,_the_leader_of_the_famous_Snowlion_Brigade._We_will_fight_for_anyone_who_strives_to_reunite_the_north_with_the_heartlands._Besides,_our_treasury_has_been_rather_empty_as_of_late,_so_if_you_pay_us,_we_shall_lend_you_our_strength.
qstr_Salam!_May_your_gard Salam!_May_your_gardens_be_full_of_rose_blossoms_and_your_tents_with_healthy_maidens_and_boys.^Firuz_has_heard_of_your_exploits_and_comes_to_serve_you,_great_Shah.^He_will_only_require_modest_gifts_in_gold_-_a_mere_pittance_to_the_powerful_friend_of_the_Singalians_-_and_a_humble_share_of_the_slaves.
qstr_Hazah_Jatu!_Shiruzah Hazah_Jatu!_Shiruzah,_the_Chosen_of_Indar,_salutes_you.^Shiruzah_was_shot_by_an_arrow_while_riding_away_from_battle_in_a_false_retreat._The_chiefs_cried_coward_and_sent_Shiruzah_into_exile._But_the_arrow_was_Indar's_-_I_survived_and_he_watches_now_over_me._Indar_guides_His_chosen,_and_He_led_me_to_meet_you_today.
qstr_So_you_are_the_new_{ So_you_are_the_new_{reg63?King:Queen}_I_have_been_hearing_about.^I_must_say,_I_am_really_glad_you_summoned_me._Not_only_will_this_enable_me_to_claim_once_again_to_have_worked_for_every_single_monarch_on_Pendor,_but_it_also_provides_me_with_the_chance_to_thank_you_personally_for_all_the_trouble_and_misery_you_have_caused._You_have_no_idea_just_how_good_the_establishment_of_a_new_kingdom_is_for_business.
qstr_HELLO! HELLO!
qstr_New_orders_{reg63?Si New_orders,_{reg63?Sir:Lady}?
qstr_Hail!_Shall_we_conve Hail!_Shall_we_converse_about_the_quaint_injustices_of_Pendor_or_put_our_consciences_to_sleep_by_more_slaughter?
qstr_Your_enemies_are_my_ Your_enemies_are_my_enemies,_{playername}.
qstr_Watching_and_waiting Watching_and_waiting.
qstr_I_haven_t_seen_the_D I_haven't_seen_the_Duke_of_Marleons_as_often_as_you,_{reg63?sir:madam}!
qstr_You_summoned_me_your You_summoned_me,_your_Majesty?_Does_the_Kingdom_need_saving_once_more?
