stringsfile version 1
5057
str_no_string NO_STRING!
str_why_im_still_living_off_of_your_kindness_and_goodness_sirmadame_hopefully_there_will_be_work_shortly Why,_I'm_still_living_off_of_your_kindness_and_goodness,_{reg63?sir:madame}._Hopefully_there_will_be_work,_shortly.
str_i_work_in_the_fields_just_outside_the_walls_where_they_grow_grain_we_dont_quite_grow_enough_to_meet_our_needs_though_and_have_to_import_grain_from_the_surrounding_countryside I_work_in_the_fields,_just_outside_the_walls,_where_they_grow_grain._We_don't_quite_grow_enough_to_meet_our_needs,_though,_and_have_to_import_grain_from_the_surrounding_countryside.
str_i_work_mostly_in_the_fields_growing_grain_in_the_town_they_grind_it_to_make_bread_or_ale_and_we_can_also_boil_it_as_a_porridge I_work_mostly_in_the_fields,_growing_grain._In_the_town_they_grind_it_to_make_bread_or_ale,_and_we_can_also_boil_it_as_a_porridge.
str_i_work_in_the_breweries_making_ale_the_poor_folk_drink_a_lot_of_it_as_its_cheaper_than_wine_we_make_it_with_grain_brought_in_from_the_countryside I_work_in_the_breweries,_making_ale._The_poor_folk_drink_a_lot_of_it,_as_it's_cheaper_than_wine._We_make_it_with_grain_brought_in_from_the_countryside.
str_i_work_in_a_mill_grinding_flour_to_make_bread_bread_is_cheap_keeps_well_and_fills_the_stomach I_work_in_a_mill,_grinding_flour_to_make_bread._Bread_is_cheap,_keeps_well,_and_fills_the_stomach.
str_i_tend_cattle_we_dry_and_salt_meat_to_preserve_it_and_make_cheese_from_the_milk I_tend_cattle._We_dry_and_salt_meat_to_preserve_it,_and_send_the_hides_to_the_towns_to_be_made_into_leather._We_also_make_cheese_from_the_milk.
str_i_tend_cattle_we_dry_and_salt_meat_to_preserve_it_and_make_cheese_from_the_milk_so_it_doesnt_spoil I_tend_cattle._We_dry_and_salt_meat_to_preserve_it,_and_send_the_hides_to_the_towns_to_be_made_into_leather._We_also_make_cheese_from_the_milk.
str_i_tend_sheep_we_send_the_wool_to_the_cities_to_be_woven_into_cloth_and_make_mutton_sausage_when_we_cull_the_herds I_tend_sheep._We_send_the_wool_to_the_cities_to_be_woven_into_cloth,_and_make_mutton_sausage_when_we_cull_the_herds.
str_i_work_at_a_loom_spinning_cloth_from_wool_wool_is_some_of_the_cheapest_cloth_you_can_buy_but_it_will_still_keep_you_warm I_work_at_a_loom,_spinning_cloth_from_wool._Wool_is_some_of_the_cheapest_cloth_you_can_buy,_but_it_will_still_keep_you_warm.
str_i_crew_a_fishing_boat_we_salt_and_smoke_the_flesh_to_sell_it_far_inland I_crew_a_fishing_boat._We_salt_and_smoke_the_flesh,_to_sell_it_far_inland.
str_i_sift_salt_from_a_nearby_flat_they_need_salt_everywhere_to_preserve_meat_and_fish I_sift_salt_from_a_nearby_flat._They_need_salt_everywhere,_to_preserve_meat_and_fish.
str_i_mine_iron_from_a_vein_in_a_nearby_cliffside_they_use_it_to_make_tools_arms_and_other_goods I_mine_iron_from_a_vein_in_a_nearby_cliffside._They_use_it_to_make_tools,_arms,_and_other_goods.
str_i_make_pottery_which_people_use_to_store_grain_and_carry_water I_make_pottery,_which_people_use_to_store_grain_and_carry_water.
str_trade_explanation_tools I_work_in_a_smithy,_{reg63?sir:madame},_making_all_sorts_of_ironware_--_knives,_axes,_pots,_plough-blades,_scythes,_hammers,_anvils,_tongs,_adzes,_saws,_nails,_horseshoes,_firesteel,_braziers,_and_of_course_arms_and_armor_for_your_excellencies.
str_trade_explanation_oil I_work_in_an_oil_press,_making_oil_from_olives_brought_in_from_the_countryside._If_you_can_afford_it,_our_oil_has_a_hundred_uses_--_in_cooking,_in_lamps,_even_for_easing_childbirth.
str_trade_explanation_linen I_weave_linen,_using_flax_brought_in_from_the_surrounding_countryside._It's_makes_a_tough,_light_fabric,_{reg63?sir:madame}_--_good_for_summer_clothing,_sails_for_boats,_and_the_like.
str_trade_explanation_velvet I_work_in_one_of_this_town's_great_weaveries,_carefully_making_the_velvet_for_which_we_are_known._We_use_silks_brought_from_across_the_mountains,_and_dyes_from_the_far_corners_of_the_earth,_and_make_of_it_the_finest_and_most_expensive_fabric_that_can_be_found_in_the_land.
str_trade_explanation_spice I_work_in_the_caravanserai,_helping_the_merchants_unload_the_spice_they_bring_from_across_the_mountains._Pepper,_cinnamon,_cloves,_saffron..._The_rich_mark_their_wealth_by_the_amount_of_spices_in_their_food,_and_they_say_that_for_every_ailment,_there's_a_spice_which_cures_it.
str_trade_explanation_apples I'm_just_coming_in_from_the_orchards,_where_we_grow_apples._We_dry_them_for_storage,_or_they_can_also_be_made_into_cider_or_vinegar.
str_trade_explanation_grapes I_work_in_the_vineyards_on_the_hillsides,_growing_grapes_to_be_made_into_fine_wines_for_the_tables_of_the_lords,_ladies,_and_merchants,_and_cheap_wine_to_be_mixed_with_water_to_quench_the_thirst_of_the_commons.
str_trade_explanation_dyes I_work_in_the_caravanserai,_unloading_dyes_brought_in_from_the_lands_outside_Pendor_--_the_crimson_of_oak_beetles_and_the_red_roots_of_madder,_the_blue_of_indigo_and_woad_shrubs,_the_yellow_of_weld_root_and_greenweed._The_weavers_use_it_to_color_the_silks_and_velvets_of_the_great_lords_of_the_realm.
str_trade_explanation_leatherwork I_work_in_the_tanneries_outside_the_walls,_turning_cured_hides_from_the_countryside_into_good,_supple_leather._It's_foul_work,_and_I_come_home_stinking_of_urine,_dung,_and_lime_--_but_that's_where_your_boots,_saddles,_and_bridles_come_from,_{reg63?sir:my_lady}.
str_trade_explanation_flax I_sew_and_harvest_linseed,_and_rot_the_stems_to_make_flax_fibers._That's_the_source_of_your_fine_linens,_{reg63?sir:my_lady}_--_a_rotting_pit_on_the_edge_of_a_field.
str_trade_explanation_dates I_tend_to_a_grove_of_date_palms._I_hope_you_don't_mind_me_saying_so,_but_it_takes_great_skill_to_tend_them,_as_we_must_climb_to_the_tops_of_the_palms_to_ensure_that_the_trees_will_flower._We_export_the_fruit_far_and_wide,_as_they_keep_for_many_months_when_properly_dried._As_sweet_as_honey,_and_they_grant_the_eater_health_and_strength.
str_trade_explanation_dates I_tend_to_a_grove_of_date_palms._We_grow_them_using_well-water,_and_export_the_fruit_far_and_wide,_as_they_keep_for_many_months_when_properly_dried._As_sweet_as_honey,_and_they_grant_the_eater_health_and_vigor.
str_trade_explanation_olives I_tend_to_a_grove_of_olive_trees._You_can_eat_the_fruit_or_preserve_it_in_brine,_but_we_end_up_sending_most_of_it_to_be_pressed,_to_be_made_into_oil.
str_s10_has_reg4_needs_reg5 {!}{s10}_has_{reg4},_needs_{reg5}
str_s14_i_hear_that_you_can_find_a_good_price_for_it_in_s15 {s14}._I_hear_that_you_can_find_a_good_price_for_it_in_{s15}.
str_s1_reg1 {!}{s1}_({reg1})
str_s1_reg2 {!}{s1}_({reg2})
str_s1_reg3 {!}{s1}_({reg3})
str_s1_reg4 {!}{s1}_({reg4})
str_s1_reg5 {!}{s1}_({reg5})
str_s1_reg6 {!}{s1}_({reg6})
str_s1_reg7 {!}{s1}_({reg7})
str_s1_reg8 {!}{s1}_({reg8})
str_s1_reg9 {!}{s1}_({reg9})
str_reg13 {!}{reg13}
str_reg14 {!}{reg14}
str_reg15 {!}{reg15}
str_reg16 {!}{reg16}
str_reg17 {!}{reg17}
str_reg18 {!}{reg18}
str_reg19 {!}{reg19}
str_reg20 {!}{reg20}
str_reg21 {!}{reg21}
str_assigning_lords_to_empty_centers {!}ASSIGNING_LORDS_TO_EMPTY_CENTERS
str_assign_lords_to_empty_centers_just_happened {!}Assign_lords_to_empty_centers_just_happened
str_s4_of_the_s5_is_unassigned {!}{s4}_of_the_{s5}_is_unassigned
str_s4_of_the_s5_is_reserved_for_player {!}{s4}_of_the_{s5}_is_reserved_for_player
str_s4_of_the_s5_has_no_fiefs {!}{s4}_of_the_{s5}_has_no_fiefs
str_s4_unassigned_centers_plus_landless_lords_=_reg4 {!}{s4}:_unassigned_centers_plus_landless_lords_=_{reg4}
str_s4_holds_s5_in_reserve {!}{s4}_holds_{s5}_in_reserve
str_s2s_rebellion {s2}'s_Rebellion
str_political_suggestion Political_suggestion
str_updating_volunteers_for_s4_faction_is_s5 {!}Updating_volunteers_for_{s4},_faction_is_{s5}
str_shuffling_companion_locations {!}Shuffling_companion_locations
str_s4_is_at_s5 {!}{s4}_is_at_{s5}
str_instability_reg0_of_lords_are_disgruntled_reg1_are_restless Instability:_{reg0}%_of_lords_are_disgruntled,_{reg1}%_are_restless
str_reg1shehe_is_prisoner_of_s1 {reg1?She:He}_is_prisoner_of_{s1}.
str_s39_rival {s39}_(rival)
str_s40 {!}{s40}
str_s41_s39_rival {s41},_{s39}_(rival)
str_reputation_cheat_mode_only_martial_ {!}Reputation_(cheat_mode_only):_Martial^
str_reputation_cheat_mode_only_debauched_ {!}Reputation_(cheat_mode_only):_Debauched^
str_reputation_cheat_mode_only_pitiless_ {!}Reputation_(cheat_mode_only):_Pitiless^
str_reputation_cheat_mode_only_calculating_ {!}Reputation_(cheat_mode_only):_Calculating^
str_reputation_cheat_mode_only_quarrelsome_ {!}Reputation_(cheat_mode_only):_Quarrelsome^
str_reputation_cheat_mode_only_goodnatured_ {!}Reputation_(cheat_mode_only):_Good-natured^
str_reputation_cheat_mode_only_upstanding_ {!}Reputation_(cheat_mode_only):_Upstanding^
str_reputation_cheat_mode_only_conventional_ {!}Reputation_(cheat_mode_only):_Conventional^
str_reputation_cheat_mode_only_adventurous_ {!}Reputation_(cheat_mode_only):_Adventurous^
str_reputation_cheat_mode_only_romantic_ {!}Reputation_(cheat_mode_only):_Romantic^
str_reputation_cheat_mode_only_moralist_ {!}Reputation_(cheat_mode_only):_Moralist^
str_reputation_cheat_mode_only_ambitious_ {!}Reputation_(cheat_mode_only):_Ambitious^
str_reputation_cheat_mode_only_reg11_ {!}Reputation_(cheat_mode_only):_{reg11}^
str_love_interest love_interest
str_betrothed betrothed
str_s40_s39_s2_reg0 {!}{s40},_{s39}_({s2},_{reg0})
str_other_relations_s40_ Other_relations:_{s40}^
str_relation_with_liege_reg0_ Relation_with_liege:_{reg0}^
str_sense_of_security_military_reg1_court_position_reg3_ Sense_of_security:_military_{reg1},_court_position_{reg3}^
str_s46s45s44s48 {!}{s46}{s45}{s44}{s48}
str_political_details_s47_ Political_details:^{s47}^
str_checking_volunteer_availability_script {!}Checking_volunteer_availability_script
str_center_relation_at_least_zero {!}Center_relation_at_least_zero
str_relationfaction_conditions_met {!}Relation/faction_conditions_met
str_troops_available {!}Troops_available
str_party_has_capacity {!}Party_has_capacity
str_personality_clash_conversation_begins {!}Personality_clash_conversation_begins
str_personality_match_conversation_begins {!}Personality_match_conversation_begins
str_the_s55 the_{s55}
str_travellers_on_the_road travellers_on_the_road
str_attack_on_travellers_found_reg3_hours_ago {!}Attack_on_travellers_found,_{reg3}_hours_ago
str_trade_event_found_reg3_hours_ago {!}Trade_event_found,_{reg3}_hours_ago
str_a_short_while_ago a_short_while_ago
str_one_day_ago one_day_ago
str_two_days_day_ago two_days_day_ago
str_earlier_this_week earlier_this_week
str_about_a_week_ago about_a_week_ago
str_about_two_weeks_ago about_two_weeks_ago
str_several_weeks_ago several_weeks_ago
str_unknown_assailants unknown_assailants
str_swadians Sarleon
str_vaegirs Ravenstern
str_khergits D'Shar
str_nords Fierdsvain
str_rhodoks Baccus_Empire
str_bandits bandits
str_deserters deserters
str_your_followers your_followers
str_we_have_heard_that_travellers_heading_to_s40_were_attacked_on_the_road_s46_by_s39 We_have_heard_that_travelers_heading_to_{s40}_were_attacked_on_the_road_{s46}_by_{s39}
str_s43_s44 {!}{s43}^{s44}
str_we_have_heard_that_travellers_coming_from_s40_were_attacked_on_the_road_s46_by_s39 We_have_heard_that_travelers_coming_from_{s40}_were_attacked_on_the_road_{s46}_by_{s39}
str_travellers_coming_from_s40_traded_here_s46 Travelers_coming_from_{s40}_traded_here_{s46}
str_s44 {!}{s44}
str_it_is_still_early_in_the_caravan_season_so_we_have_seen_little_tradings42 It_is_still_early_in_the_caravan_season,_so_we_have_seen_little_trading.{s42}
str_there_has_been_very_little_trading_activity_here_recentlys42 There_has_been_very_little_trading_activity_here_recently.{s42}
str_there_has_some_trading_activity_here_recently_but_not_enoughs42 There_has_some_trading_activity_here_recently,_but_not_enough.{s42}
str_there_has_some_trading_activity_here_recently_but_the_roads_are_dangerouss42 There_has_some_trading_activity_here_recently,_but_the_roads_are_dangerous.{s42}
str_the_roads_around_here_are_very_dangerouss42 The_roads_around_here_are_very_dangerous.{s42}
str_we_have_received_many_traders_in_town_here_although_there_is_some_danger_on_the_roadss42 We_have_received_many_traders_in_town_here,_although_there_is_some_danger_on_the_roads.{s42}
str_we_have_received_many_traders_in_town_heres42 We_have_received_many_traders_in_town_here.{s42}
str_s44_s41 {!}{s44},_{s41}
str_s41 {!}{s41}
str_there_is_little_news_about_the_caravan_routes_to_the_towns_of_s44_and_nearby_parts_but_no_news_is_good_news_and_those_are_therefore_considered_safe There_is_little_news_about_the_caravan_routes_to_the_towns_of_{s44}_and_nearby_parts._But_no_news_is_good_news,_and_those_are_therefore_considered_safe.
str_s47_also_the_roads_to_the_villages_of_s44_and_other_outlying_hamlets_are_considered_safe {s47}_Also,_the_roads_to_the_villages_of_{s44}_and_other_outlying_hamlets_are_considered_safe.
str_however_the_roads_to_the_villages_of_s44_and_other_outlying_hamlets_are_considered_safe However,_the_roads_to_the_villages_of_{s44}_and_other_outlying_hamlets_are_considered_safe.
str_we_have_shortages_of We_have_shortages_of
str_s33_s34_reg1 {!}{s33}_{s34}_({reg1}),
str_we_have_adequate_stores_of_all_commodities We_have_adequate_stores_of_all_commodities
str_s33_and_some_other_commodities {s33}_and_some_other_commodities
str_the_roads_are_full_of_brigands_friend_but_that_name_in_particular_does_not_sound_familiar_good_hunting_to_you_nonetheless The_roads_are_full_of_brigands,_friend,_but_that_name_in_particular_does_not_sound_familiar._Good_hunting_to_you,_nonetheless.
str_less_than_an_hour_ago less_than_an_hour_ago
str_maybe_reg3_hours_ago maybe_{reg3}_hours_ago
str_reg3_days_ago {reg3}_days_ago
str_youre_in_luck_we_sighted_those_bastards_s16_near_s17_hurry_and_you_might_be_able_to_pick_up_their_trail_while_its_still_hot You're_in_luck._We_sighted_those_bastards_{s16}_near_{s17}._Hurry,_and_you_might_be_able_to_pick_up_their_trail_while_it's_still_hot.
str_you_speak_of_claims_to_the_throne_good_there_is_nothing_id_rather_do_than_fight_for_a_good_cause You_speak_of_claims_to_the_throne._Good._There_is_nothing_I'd_rather_do_than_fight_for_a_good_cause.
str_you_speak_of_claims_to_the_throne_well_there_is_nothing_id_rather_do_than_fight_for_a_good_cause_but_the_claim_you_make_seems_somewhat_weak You_speak_of_claims_to_the_throne._Well,_there_is_nothing_I'd_rather_do_than_fight_for_a_good_cause,_but_the_claim_you_make_seems_somewhat_weak.
str_i_am_pleased_that_you_speak_of_upholding_my_ancient_rights_which_are_sometimes_trod_upon_in_these_sorry_days I_am_pleased_that_you_speak_of_upholding_my_ancient_rights,_which_are_sometimes_trod_upon_in_these_sorry_days.
str_i_am_pleased_that_you_speak_of_upholding_my_ancient_rights_but_sometimes_men_make_pledges_before_they_are_king_which_they_cannot_keep_once_they_take_the_throne I_am_pleased_that_you_speak_of_upholding_my_ancient_rights._But_sometimes_men_make_pledges_before_they_are_king,_which_they_cannot_keep_once_they_take_the_throne.
str_you_speak_of_protecting_the_commons_well_i_supposed_thats_good_but_sometimes_the_commons_overstep_their_boundaries_im_more_concerned_that_your_claim_be_legal_so_i_can_swing_my_sword_with_a_good_conscience You_speak_of_protecting_the_commons._Well,_I_supposed_that's_good,_but_sometimes_the_commons_overstep_their_boundaries._I'm_more_concerned_that_your_claim_be_legal,_so_I_can_swing_my_sword_with_a_good_conscience.
str_you_speak_of_giving_me_land_good_i_ask_for_no_more_than_my_due You_speak_of_giving_me_land._Good._I_ask_for_no_more_than_my_due.
str_you_speak_of_giving_me_land_unfortunately_you_are_not_wellknown_for_rewarding_those_to_whom_you_have_made_such_offers You_speak_of_giving_me_land._Unfortunately,_you_are_not_well-known_for_rewarding_those_to_whom_you_have_made_such_offers.
str_you_speak_of_unifying_calradia_well_i_believe_that_well_always_be_fighting__its_important_that_we_fight_for_a_rightful_cause You_speak_of_unifying_Pendor._Well,_I_believe_that_we'll_always_be_fighting_-_it's_important_that_we_fight_for_a_rightful_cause.
str_you_talk_of_claims_to_the_throne_but_i_leave_bickering_about_legalities_to_the_lawyers_and_clerks You_talk_of_claims_to_the_throne,_but_I_leave_bickering_about_legalities_to_the_lawyers_and_clerks.
str_you_speak_of_ruling_justly_hah_ill_believe_theres_such_a_thing_as_a_just_king_when_i_see_one You_speak_of_ruling_justly._Hah!_I'll_believe_there's_such_a_thing_as_a_just_king_when_I_see_one.
str_you_spoke_of_protecting_the_rights_of_the_nobles_if_you_did_youd_be_the_first_king_to_do_so_in_a_very_long_time You_spoke_of_protecting_the_rights_of_the_nobles._If_you_did,_you'd_be_the_first_king_to_do_so_in_a_very_long_time.
str_you_speak_of_giving_me_land_ay_well_lets_see_if_you_deliver You_speak_of_giving_me_land._Ay,_well,_let's_see_if_you_deliver.
str_you_speak_of_giving_me_land_bah_youre_not_known_for_delivering_on_your_pledges You_speak_of_giving_me_land._Bah._You're_not_known_for_delivering_on_your_pledges.
str_you_speak_of_unifying_calradia_well_youve_done_a_good_job_at_making_calradia_bend_its_knee_to_you_so_maybe_thats_not_just_talk You_speak_of_unifying_Pendor._Well,_you've_done_a_good_job_at_making_Pendor_bend_its_knee_to_you,_so_maybe_that's_not_just_talk.
str_you_speak_of_unifying_calradia_id_be_impressed_if_i_thought_you_could_do_it_but_unfortunately_you_dont You_speak_of_unifying_Pendor._I'd_be_impressed_if_I_thought_you_could_do_it._But_unfortunately,_I_don't.
str_you_speak_of_claims_to_the_throne_well_any_peasant_can_claim_to_be_a_kings_bastard You_speak_of_claims_to_the_throne._Well,_any_peasant_can_claim_to_be_a_king's_bastard.
str_well_its_a_fine_thing_to_court_the_commons_with_promises_but_what_do_you_have_to_offer_me Well,_it's_a_fine_thing_to_court_the_commons_with_promises,_but_what_do_you_have_to_offer_me?
str_you_speak_of_protecting_the_rights_of_lords_that_would_make_a_fine_change_if_my_rights_as_lord_would_be_respected You_speak_of_protecting_the_rights_of_lords._That_would_make_a_fine_change,_if_my_rights_as_lord_were_to_be_respected.
str_you_speak_of_protecting_the_rights_of_lords_that_would_make_a_fine_change_if_my_rights_as_lord_would_be_respected_however_it_is_easy_for_you_to_make_promises_while_you_are_weak_that_you_have_no_intention_of_keeping_when_you_are_strong You_speak_of_protecting_the_rights_of_lords._That_would_make_a_fine_change,_if_my_rights_as_lord_would_be_respected._However,_it_is_easy_for_you_to_make_promises_while_you_are_weak,_that_you_have_no_intention_of_keeping_when_you_are_strong.
